genome_ID	OTU	NCBI_ID	novelty_category
cthm	1023	178899	known_strain
cpg	1024	1719	known_strain
apib	1025	2023709	known_strain
rpm	1026	1084	known_strain
smg	1027	336809	known_strain
blx	1028	216816	known_strain
nog	1029	1874826	known_strain
psil	1030	1853130	known_strain
ddn	1031	641491	known_strain
copr	1032	1501392	known_strain
aseg	1033	739	known_strain
aber	1034	106648	known_strain
pat	1035	288	known_strain
ares	1036	404405	known_strain
slat	1037	684066	known_strain
dth	1038	14	known_strain
lhb	1039	304207	known_strain
pgz	1040	665914	known_strain
apak	1041	33936	known_strain
asoc	1042	1500254	known_strain
plg	1043	29443	known_strain
mrs	1044	111501	known_strain
bcb	1045	1396	known_strain
crx	1046	203	known_strain
mbac	1047	1679002	known_strain
acta	1048	1872128	known_strain
pcre	1049	393921	known_strain
cek	1050	1965322	known_strain
ssq	1051	1307	known_strain
tvr	1052	106634	known_strain
pher	1053	2801997	known_strain
sur	1054	41	known_strain
paqu	1055	2204145	known_strain
sply	1056	2338073	known_strain
aana	1057	877500	known_strain
bana	1058	67810	known_strain
cva	1059	1727	known_strain
nob	1060	1888209	known_strain
sutk	1061	2584944	known_strain
bob	1062	2020877	known_strain
gtl	1063	139438	known_strain
mhc	1064	2743	known_strain
sedz	1065	1960295	known_strain
sux	1066	1280	known_strain
ljo	1067	33959	known_strain
mri	1068	2528026	known_strain
apre	1069	42197	known_strain
bpo	1070	52584	known_strain
sinu	1071	2779528	known_strain
mter	1072	1788	known_strain
cpl	1073	1719	known_strain
mgc	1074	2097	known_strain
tbz	1075	2231116	known_strain
dvc	1076	53362	known_strain
cjm	1077	197	known_strain
rpo	1078	782	known_strain
dsn	1079	2747268	known_strain
mcoo	1080	1775	known_strain
senq	1081	28901	known_strain
strt	1082	1931	known_strain
cmur	1083	83560	known_strain
bsx	1084	1423	known_strain
ppc	1085	1750	known_strain
cht	1086	83554	known_strain
mcos	1087	2681766	known_strain
cov	1088	56799	known_strain
cher	1089	273135	known_strain
bmob	1090	2026190	known_strain
sdj	1091	371142	known_strain
psai	1092	1159327	known_strain
mtue	1093	1773	known_strain
dbk	1094	2772557	known_strain
fte	1095	191579	known_strain
kab	1096	68173	known_strain
cbj	1097	1491	known_strain
bsr	1098	1423	known_strain
ili	1099	135577	known_strain
bsau	1100	556288	known_strain
crt	1101	114185	known_strain
lje	1102	109790	known_strain
lack	1103	2592653	known_strain
lby	1104	316068	known_strain
artp	1105	1667	known_strain
cjej	1106	197	known_strain
tsn	1107	2841677	known_strain
pmm	1108	1219	known_strain
vat	1109	39777	known_strain
ssut	1110	1307	known_strain
glc	1111	2021635	known_strain
msem	1112	2567941	known_strain
mix	1113	51671	known_strain
bchs	1114	54911	known_strain
csur	1115	1718	known_strain
bck	1116	1398	known_strain
echv	1117	945	known_strain
ecan	1118	69218	known_strain
tum	1119	1903704	known_strain
rbar	1120	2026787	known_strain
lmk	1121	1245	known_strain
bpc	1122	520	known_strain
celh	1123	40001	known_strain
yro	1124	29485	known_strain
dej	1125	1716143	known_strain
dpu	1126	1182568	known_strain
ppq	1127	1406	known_strain
cprf	1128	1286698	known_strain
dvm	1129	881	known_strain
mbf	1130	1798710	known_strain
ltr	1131	1784719	known_strain
tfo	1132	28112	known_strain
tit	1133	108150	known_strain
csf	1134	497724	known_strain
psni	1135	1934409	known_strain
tpec	1136	2733571	known_strain
asu	1137	67854	known_strain
lot	1138	104608	known_strain
ego	1139	1756150	known_strain
afla	1140	2058175	known_strain
salv	1141	1196083	known_strain
thin	1142	655184	known_strain
acou	1143	2585118	known_strain
sfr	1144	56812	known_strain
bacw	1145	1409	known_strain
dve	1146	2802975	known_strain
pfr	1147	1744	known_strain
dho	1148	2582419	known_strain
fsr	1149	2599927	known_strain
pbra	1150	180957	known_strain
psec	1151	306	known_strain
mtg	1152	1773	known_strain
cpq	1153	1719	known_strain
awo	1154	33952	known_strain
zpr	1155	398743	known_strain
salc	1156	2079791	known_strain
spc	1157	24	known_strain
dze	1158	556	known_strain
ajg	1159	2817475	known_strain
ged	1160	1849603	known_strain
fnk	1161	2547394	known_strain
ibu	1162	1297617	known_strain
bacs	1163	1409	known_strain
enl	1164	550	known_strain
mmin	1165	1118379	known_strain
hcb	1166	213	known_strain
kln	1167	1076550	known_strain
mha	1168	29501	known_strain
hit	1169	727	known_strain
mas	1170	252966	known_strain
palg	1171	2026624	known_strain
spsw	1172	225848	known_strain
rbe	1173	33990	known_strain
ttf	1174	1331910	known_strain
muz	1175	1965300	known_strain
tbi	1176	2006	known_strain
lmoc	1177	1639	known_strain
kpf	1178	1330330	known_strain
ccyn	1179	28189	known_strain
cglu	1180	39791	known_strain
fen	1181	2816357	known_strain
pff	1182	321846	known_strain
smav	1183	260364	known_strain
actp	1184	1960083	known_strain
sda	1185	1334	known_strain
micz	1186	1908541	known_strain
kpul	1187	1380685	known_strain
spnu	1188	1313	known_strain
mput	1189	2123	known_strain
fts	1190	263	known_strain
stv	1191	1306	known_strain
ads	1192	70348	known_strain
mia	1193	1767	known_strain
bfg	1194	817	known_strain
clos	1195	1506	known_strain
palb	1196	2495582	known_strain
scyg	1197	80860	known_strain
stek	1198	69392	known_strain
svo	1199	60217	known_strain
lxx	1200	1575	known_strain
synr	1201	1131	known_strain
mje	1202	1267217	known_strain
mrb	1203	277	known_strain
cfp	1204	196	known_strain
lrz	1205	242606	known_strain
syg	1206	1131	known_strain
myt	1207	51365	known_strain
axe	1208	1094342	known_strain
mgy	1209	55518	known_strain
micr	1210	51671	known_strain
lrs	1211	2598579	known_strain
gai	1212	437505	known_strain
rco	1213	781	known_strain
lmur	1214	1622	known_strain
rpla	1215	529883	known_strain
slu	1216	150055	known_strain
ahe	1217	28264	known_strain
xcb	1218	339	known_strain
mff	1219	980251	known_strain
hhk	1220	1052	known_strain
lmoe	1221	1639	known_strain
atm	1222	167964	known_strain
ial	1223	591197	known_strain
scn	1224	995	known_strain
colw	1225	56799	known_strain
bjs	1226	1409	known_strain
dpg	1227	901	known_strain
mick	1228	1271	known_strain
aace	1229	435	known_strain
pgi	1230	837	known_strain
rbg	1231	441209	known_strain
kle	1232	1334193	known_strain
mchc	1233	216427	known_strain
rto	1234	33039	known_strain
kfl	1235	182640	known_strain
cspu	1236	1019	known_strain
bacq	1237	1409	known_strain
fmr	1238	1891926	known_strain
mmy	1239	2102	known_strain
anx	1240	1872570	known_strain
pgy	1241	1785145	known_strain
ses	1242	28901	known_strain
rpq	1243	782	known_strain
hyj	1244	2502781	known_strain
halc	1245	2601894	known_strain
aep	1246	361183	known_strain
lhr	1247	1587	known_strain
scla	1248	2139	known_strain
tid	1249	171695	known_strain
mcz	1250	78331	known_strain
gfl	1251	1486245	known_strain
strc	1252	1931	known_strain
ssed	1253	386874	known_strain
dug	1254	1904440	known_strain
lvi	1255	2714935	known_strain
pacn	1256	1747	known_strain
hhc	1257	421628	known_strain
ppoa	1258	2042057	known_strain
afus	1259	2518989	known_strain
pne	1260	576610	known_strain
ign	1261	2136793	known_strain
vgu	1262	1185412	known_strain
moo	1263	273677	known_strain
aoh	1264	142058	known_strain
sar	1265	1280	known_strain
mgt	1266	2096	known_strain
mtv	1267	1773	known_strain
barh	1268	858423	known_strain
aacx	1269	2052179	known_strain
rxy	1270	49319	known_strain
npi	1271	2714938	known_strain
ica	1272	53358	known_strain
sde	1273	86304	known_strain
snk	1274	28894	known_strain
smup	1275	336809	known_strain
pcq	1276	53408	known_strain
cia	1277	182773	known_strain
ahy	1278	644	known_strain
kse	1279	1276	known_strain
hpy	1280	210	known_strain
dto	1281	28223	known_strain
lyg	1282	1869345	known_strain
aacd	1283	715473	known_strain
dap	1284	118000	known_strain
thl	1285	51669	known_strain
clh	1286	979	known_strain
ces	1287	813	known_strain
pnc	1288	287	known_strain
mij	1289	444597	known_strain
tcn	1290	1463158	known_strain
seu	1291	1336	known_strain
hvn	1292	44935	known_strain
psep	1293	658629	known_strain
pfz	1294	296	known_strain
crc	1295	114185	known_strain
vhy	1296	2714947	known_strain
lff	1297	1613	known_strain
ctjs	1298	813	known_strain
kmi	1299	1134687	known_strain
aur	1300	1376	known_strain
oli	1301	1898398	known_strain
rby	1302	103816	known_strain
gbz	1303	2815309	known_strain
ocm	1304	1903694	known_strain
dmr	1305	309887	known_strain
bht	1306	260554	known_strain
cpk	1307	1719	known_strain
ftm	1308	263	known_strain
smac	1309	615	known_strain
spsc	1310	561061	known_strain
htt	1311	664683	known_strain
kga	1312	33055	known_strain
fpw	1313	96345	known_strain
mbai	1314	1785	known_strain
drc	1315	2706887	known_strain
arl	1316	1667	known_strain
red	1317	159346	known_strain
tjr	1318	863643	known_strain
txy	1319	29329	known_strain
sys	1320	1143	known_strain
hol	1321	390919	known_strain
cpec	1322	85991	known_strain
hpk	1323	2331	known_strain
baw	1324	9	known_strain
mcol	1325	324078	known_strain
fpa	1326	853	known_strain
mlb	1327	1769	known_strain
ant	1328	28199	known_strain
ahp	1329	644	known_strain
cabo	1330	83555	known_strain
ale	1331	232	known_strain
muh	1332	2305508	known_strain
dso	1333	1089444	known_strain
cgs	1334	1718	known_strain
acio	1335	1872122	known_strain
brd	1336	1871086	known_strain
aih	1337	122358	known_strain
aamm	1338	2582914	known_strain
hpyb	1339	210	known_strain
mbov	1340	2112	known_strain
bamp	1341	492670	known_strain
sof	1342	618	known_strain
sele	1343	2053611	known_strain
gek	1344	2699831	known_strain
cja	1345	155077	known_strain
svc	1346	217070	known_strain
neu	1347	915	known_strain
sagl	1348	1311	known_strain
lmh	1349	1639	known_strain
ccom	1350	410072	known_strain
salh	1351	2183582	known_strain
aaa	1352	80867	known_strain
ptes	1353	2809020	known_strain
ass	1354	716	known_strain
rrh	1355	783	known_strain
lri	1356	158841	known_strain
kit	1357	1871188	known_strain
pme	1358	1219	known_strain
and	1359	1872573	known_strain
aiq	1360	2785627	known_strain
tnp	1361	93929	known_strain
ama	1362	770	known_strain
pchi	1363	79263	known_strain
spi	1364	1314	known_strain
dtl	1365	2763498	known_strain
pbd	1366	160799	known_strain
bals	1367	52764	known_strain
gji	1368	2758710	known_strain
liw	1369	1638	known_strain
pazo	1370	47878	known_strain
camg	1371	1697	known_strain
bpsi	1372	1472345	known_strain
ebe	1373	562	known_strain
ajn	1374	40215	known_strain
actc	1375	29317	known_strain
pge	1376	61647	known_strain
dsa	1377	880	known_strain
saca	1378	2583377	known_strain
minf	1379	1236046	known_strain
elq	1380	39960	known_strain
dec	1381	1962289	known_strain
lcv	1382	28038	known_strain
pdq	1383	1835254	known_strain
bho	1384	35814	known_strain
psyc	1385	56811	known_strain
cou	1386	1719	known_strain
mpal	1387	300019	known_strain
sinh	1388	1969735	known_strain
sdt	1389	283734	known_strain
phn	1390	643674	known_strain
aeh	1391	351052	known_strain
pdw	1392	1163398	known_strain
mich	1393	1876	known_strain
pgg	1394	158627	known_strain
ppha	1395	1931241	known_strain
edw	1396	1906663	known_strain
nef	1397	2686014	known_strain
dts	1398	180282	known_strain
ooe	1399	1247	known_strain
hdu	1400	730	known_strain
pcg	1401	47879	known_strain
fsl	1402	1282737	known_strain
ptz	1403	2745511	known_strain
swp	1404	404011	known_strain
bva	1405	203804	known_strain
ngf	1406	1176536	known_strain
sthe	1407	1308	known_strain
opo	1408	82983	known_strain
tme	1409	46541	known_strain
marn	1410	1964194	known_strain
hsx	1411	2733484	known_strain
spat	1412	1811193	known_strain
fgg	1413	661481	known_strain
spor	1414	49982	known_strain
sln	1415	28035	known_strain
mms	1416	1871054	known_strain
gak	1417	1434191	known_strain
tgr	1418	1033854	known_strain
spkc	1419	28214	known_strain
paee	1420	58172	known_strain
caph	1421	44737	known_strain
mfer	1422	1179777	known_strain
pah	1423	28123	known_strain
cyo	1424	133448	known_strain
hpx	1425	210	known_strain
bqr	1426	803	known_strain
orh	1427	28251	known_strain
sdo	1428	421000	known_strain
cmed	1429	291048	known_strain
trs	1430	392734	known_strain
ppsy	1431	1788301	known_strain
spei	1432	2490633	known_strain
auh	1433	128944	known_strain
amin	1434	708131	known_strain
pmo	1435	69499	known_strain
phc	1436	1215089	known_strain
bly	1437	1703	known_strain
hbl	1438	37372	known_strain
kia	1439	1971397	known_strain
asi	1440	716	known_strain
sabu	1441	1926601	known_strain
mpur	1442	37487	known_strain
hip	1443	727	known_strain
hebr	1444	1462615	known_strain
avp	1445	1054033	known_strain
fpo	1446	96345	known_strain
bshi	1447	1983719	known_strain
ecas	1448	37734	known_strain
rps	1449	782	known_strain
ncx	1450	404386	known_strain
hhl	1451	42422	known_strain
ppno	1452	93220	known_strain
nah	1453	228602	known_strain
rue	1454	2099786	known_strain
jaj	1455	1871054	known_strain
ckw	1456	2675216	known_strain
ler	1457	1898428	known_strain
has	1458	656519	known_strain
gqu	1459	929813	known_strain
mspg	1460	886343	known_strain
wfu	1461	1790137	known_strain
sfx	1462	623	known_strain
bfd	1463	1783501	known_strain
svd	1464	67581	known_strain
gbs	1465	364410	known_strain
bag	1466	1398	known_strain
slau	1467	39478	known_strain
prc	1468	1220	known_strain
mre	1469	277	known_strain
ofo	1470	847	known_strain
vig	1471	1872700	known_strain
bif	1472	324767	known_strain
acp	1473	161493	known_strain
emr	1474	35795	known_strain
lagl	1475	1601	known_strain
mars	1476	1821621	known_strain
medw	1477	53558	known_strain
pcv	1478	554	known_strain
lhk	1479	168471	known_strain
sgs	1480	68214	known_strain
cpi	1481	79329	known_strain
srt	1482	286802	known_strain
paz	1483	1747	known_strain
mcab	1484	47853	known_strain
sang	1485	1328	known_strain
ppsh	1486	122355	known_strain
cby	1487	1491	known_strain
ctfw	1488	813	known_strain
bmoj	1489	72360	known_strain
blv	1490	28025	known_strain
lss	1491	452	known_strain
srim	1492	1927	known_strain
pmol	1493	78327	known_strain
bdn	1494	1689	known_strain
lvn	1495	1486034	known_strain
sata	1496	1893	known_strain
snt	1497	1313	known_strain
mphu	1498	319706	known_strain
jlv	1499	29581	known_strain
cgo	1500	33871	known_strain
ntm	1501	1215031	known_strain
sca	1502	1281	known_strain
xbo	1503	40576	known_strain
gst	1504	1409	known_strain
teq	1505	29575	known_strain
senc	1506	28901	known_strain
spol	1507	2588449	known_strain
brf	1508	1871086	known_strain
hfe	1509	214	known_strain
tti	1510	108010	known_strain
lhx	1511	2675059	known_strain
bvo	1512	2527984	known_strain
hpas	1513	738	known_strain
mman	1514	560555	known_strain
amg	1515	28108	known_strain
ptl	1516	1426	known_strain
brx	1517	1891286	known_strain
pseg	1518	2315862	known_strain
pls	1519	37635	known_strain
scc	1520	273376	known_strain
elc	1521	562	known_strain
suli	1522	1903071	known_strain
xii	1523	134550	known_strain
ppee	1524	102862	known_strain
pad	1525	1747	known_strain
ped	1526	1971214	known_strain
sht	1527	341027	known_strain
mcar	1528	2095	known_strain
vpi	1529	633807	known_strain
wpa	1530	1249	known_strain
for	1531	2018467	known_strain
metl	1532	418	known_strain
fso	1533	1802983	known_strain
mtj	1534	1773	known_strain
vdn	1535	39778	known_strain
hps	1536	210	known_strain
psky	1537	97481	known_strain
nmc	1538	487	known_strain
ada	1539	2585119	known_strain
capn	1540	2708117	known_strain
heb	1541	210	known_strain
thr	1542	28240	known_strain
gsk	1543	35554	known_strain
bhs	1544	38323	known_strain
mhq	1545	75985	known_strain
coy	1546	2725414	known_strain
mex	1547	408	known_strain
dpn	1548	39950	known_strain
pgt	1549	837	known_strain
taj	1550	2069432	known_strain
apl	1551	715	known_strain
kan	1552	1218801	known_strain
nwx	1553	1853276	known_strain
pprg	1554	485898	known_strain
dmi	1555	79209	known_strain
clm	1556	201	known_strain
shl	1557	271098	known_strain
cbla	1558	2042961	known_strain
mhe	1559	136241	known_strain
bbru	1560	1685	known_strain
psel	1561	2678688	known_strain
sip	1562	1306	known_strain
avu	1563	1912795	known_strain
axo	1564	85698	known_strain
sutr	1565	2911504	known_strain
tphg	1566	162	known_strain
ocy	1567	2108365	known_strain
bbrd	1568	1685	known_strain
ctll	1569	813	known_strain
sna	1570	283811	known_strain
brev	1571	1871086	known_strain
prag	1572	2498113	known_strain
lyd	1573	2419774	known_strain
pmq	1574	61624	known_strain
alk	1575	1904463	known_strain
hee	1576	1890675	known_strain
dol	1577	181663	known_strain
hsz	1578	964	known_strain
lmt	1579	1639	known_strain
gvh	1580	2702	known_strain
lfm	1581	1612	known_strain
cga	1582	11	known_strain
lrf	1583	1598	known_strain
cdv	1584	1717	known_strain
slv	1585	1916	known_strain
cthj	1586	813	known_strain
hpiz	1587	2609667	known_strain
noy	1588	2518370	known_strain
dpm	1589	29394	known_strain
aagg	1590	2528021	known_strain
hna	1591	927	known_strain
mpk	1592	513223	known_strain
eli	1593	39960	known_strain
tsg	1594	154288	known_strain
phv	1595	2745504	known_strain
sdi	1596	216936	known_strain
cku	1597	35755	known_strain
est	1598	1795355	known_strain
tta	1599	119394	known_strain
xax	1600	53413	known_strain
clf	1601	2666138	known_strain
lbw	1602	1898203	known_strain
abai	1603	2900548	known_strain
ftw	1604	263	known_strain
nsf	1605	28449	known_strain
hyg	1606	1411621	known_strain
mgm	1607	1124597	known_strain
aeq	1608	446660	known_strain
amei	1609	1971214	known_strain
lfr	1610	1613	known_strain
bsp	1611	1423	known_strain
idt	1612	1874361	known_strain
prd	1613	2651281	known_strain
fwa	1614	2840454	known_strain
mari	1615	50741	known_strain
sacg	1616	33915	known_strain
dms	1617	370038	known_strain
emo	1618	2213226	known_strain
cluj	1619	2763010	known_strain
ppen	1620	1255	known_strain
pza	1621	2745498	known_strain
mpf	1622	2123	known_strain
hix	1623	727	known_strain
gad	1624	46124	known_strain
mbo	1625	1765	known_strain
bcor	1626	1687	known_strain
fre	1627	1855	known_strain
lez	1628	69	known_strain
psez	1629	2516557	known_strain
prm	1630	1220	known_strain
rag	1631	34085	known_strain
taz	1632	150829	known_strain
arca	1633	72409	known_strain
spv	1634	1313	known_strain
mdg	1635	2874282	known_strain
pbas	1636	1851148	known_strain
lef	1637	1907578	known_strain
mthn	1638	1797	known_strain
ane	1639	1655	known_strain
sbu	1640	1131703	known_strain
huw	1641	1940291	known_strain
sdf	1642	465721	known_strain
syq	1643	1143	known_strain
ddc	1644	2893572	known_strain
zsp	1645	2202721	known_strain
afd	1646	214856	known_strain
nzo	1647	326523	known_strain
pshq	1648	2613965	known_strain
bpu	1649	1408	known_strain
lmo	1650	1639	known_strain
pcm	1651	188932	known_strain
mare	1652	1897614	known_strain
lmoo	1653	1639	known_strain
spad	1654	2282738	known_strain
boh	1655	28081	known_strain
sik	1656	1346	known_strain
bka	1657	630129	known_strain
aarc	1658	2781962	known_strain
sge	1659	67304	known_strain
sft	1660	623	known_strain
thec	1661	2814275	known_strain
rph	1662	1105106	known_strain
ers	1663	1648	known_strain
bsl	1664	1423	known_strain
bsca	1665	158787	known_strain
play	1666	2233542	known_strain
sth	1667	2734	known_strain
vbc	1668	2212475	known_strain
palr	1669	2726185	known_strain
tla	1670	1427523	known_strain
spdr	1671	341027	known_strain
erg	1672	779	known_strain
clo	1673	884684	known_strain
aco	1674	81468	known_strain
thio	1675	935	known_strain
csha	1676	1493872	known_strain
erw	1677	779	known_strain
luo	1678	2728835	known_strain
abo	1679	59754	known_strain
plp	1680	44475	known_strain
bvs	1681	397865	known_strain
bacp	1682	1409	known_strain
star	1683	1873494	known_strain
tmw	1684	2336	known_strain
mhf	1685	29501	known_strain
cgv	1686	187491	known_strain
llj	1687	1358	known_strain
jsv	1688	368607	known_strain
thz	1689	28240	known_strain
moy	1690	82380	known_strain
ctai	1691	1141221	known_strain
bcl	1692	79880	known_strain
msk	1693	57372	known_strain
afs	1694	196914	known_strain
leo	1695	104608	known_strain
pwy	1696	485895	known_strain
sut	1697	1280	known_strain
odi	1698	2021368	known_strain
iva	1699	139208	known_strain
salt	1700	1903072	known_strain
alka	1701	1872446	known_strain
llg	1702	45067	known_strain
ssin	1703	2714944	known_strain
bbrn	1704	1685	known_strain
cbra	1705	57706	known_strain
ahi	1706	644	known_strain
cju	1707	197	known_strain
ror	1708	54291	known_strain
pses	1709	306	known_strain
pfae	1710	1598147	known_strain
ntd	1711	169176	known_strain
bfb	1712	817	known_strain
kpt	1713	573	known_strain
tma	1714	2336	known_strain
lph	1715	446	known_strain
paey	1716	1934391	known_strain
asan	1717	119206	known_strain
prt	1718	200991	known_strain
msx	1719	1420916	known_strain
hin	1720	727	known_strain
ecl	1721	562	known_strain
cue	1722	65058	known_strain
amol	1723	1032072	known_strain
tpc	1724	160	known_strain
saz	1725	60478	known_strain
spap	1726	653931	known_strain
bbw	1727	959	known_strain
stab	1728	324079	known_strain
clap	1729	158823	known_strain
lmir	1730	47671	known_strain
cew	1731	1926876	known_strain
slj	1732	150120	known_strain
dpi	1733	879567	known_strain
hgn	1734	1763828	known_strain
pms	1735	61624	known_strain
cjd	1736	197	known_strain
smub	1737	336809	known_strain
cbx	1738	1436289	known_strain
tdf	1739	1285901	known_strain
uru	1740	2732067	known_strain
def	1741	885	known_strain
lhh	1742	1587	known_strain
nmq	1743	487	known_strain
jea	1744	1871619	known_strain
cyu	1745	1453359	known_strain
dmg	1746	61435	known_strain
rhae	1747	2778911	known_strain
gps	1748	326544	known_strain
ljr	1749	456	known_strain
bcat	1750	1686	known_strain
cof	1751	34028	known_strain
syr	1752	1131	known_strain
msn	1753	1772	known_strain
eld	1754	562	known_strain
dca	1755	1565	known_strain
fcr	1756	2183896	known_strain
sthr	1757	338644	known_strain
thig	1758	2580412	known_strain
lsg	1759	1640	known_strain
mvq	1760	1810	known_strain
mai	1761	349221	known_strain
frt	1762	2047875	known_strain
swo	1763	863	known_strain
btp	1764	33905	known_strain
sgo	1765	1302	known_strain
mfb	1766	33	known_strain
chu	1767	985	known_strain
pli	1768	235572	known_strain
sdp	1769	53344	known_strain
cpsg	1770	83554	known_strain
meg	1771	2144175	known_strain
masy	1772	1882437	known_strain
spx	1773	1313	known_strain
bcac	1774	47678	known_strain
tsa	1775	870903	known_strain
kst	1776	380738	known_strain
xoy	1777	347	known_strain
rhf	1778	2509614	known_strain
cure	1779	827	known_strain
cfu	1780	158899	known_strain
cml	1781	2751	known_strain
cvc	1782	1108595	known_strain
mard	1783	383750	known_strain
bcib	1784	198346	known_strain
nmn	1785	487	known_strain
atp	1786	708186	known_strain
plak	1787	622681	known_strain
ssx	1788	1931	known_strain
lcu	1789	1138822	known_strain
muc	1790	1234841	known_strain
bas	1791	9	known_strain
sequ	1792	1336	known_strain
amae	1793	314275	known_strain
adp	1794	51161	known_strain
hpb	1795	210	known_strain
stj	1796	1304	known_strain
rtm	1797	300028	known_strain
caqu	1798	203263	known_strain
axx	1799	85698	known_strain
pdf	1800	1496	known_strain
cbz	1801	1520	known_strain
ntc	1802	2055889	known_strain
zdf	1803	347534	known_strain
pmb	1804	1219	known_strain
lys	1805	1869345	known_strain
hdn	1806	53399	known_strain
rix	1807	166486	known_strain
maqi	1808	254955	known_strain
sva	1809	1675686	known_strain
mbj	1810	1912503	known_strain
sanu	1811	285578	known_strain
pum	1812	198618	known_strain
bajc	1813	9	known_strain
asla	1814	52774	known_strain
tdi	1815	669041	known_strain
mwa	1816	2541726	known_strain
fpsz	1817	96345	known_strain
pmic	1818	33033	known_strain
ptj	1819	2810347	known_strain
mgra	1820	85402	known_strain
apv	1821	1382	known_strain
abt	1822	28197	known_strain
hiz	1823	727	known_strain
pasg	1824	2842349	known_strain
bau	1825	9	known_strain
msho	1826	133549	known_strain
pbp	1827	1941349	known_strain
xtw	1828	1444770	known_strain
oih	1829	182710	known_strain
hpd	1830	210	known_strain
ecq	1831	562	known_strain
uue	1832	2130	known_strain
rrz	1833	1830	known_strain
bbf	1834	1681	known_strain
lsc	1835	2906798	known_strain
sbac	1836	1817405	known_strain
elio	1837	2843330	known_strain
pse	1838	1913980	known_strain
rge	1839	28068	known_strain
psed	1840	306	known_strain
eck	1841	562	known_strain
mesl	1842	2051955	known_strain
drg	1843	1715720	known_strain
ttp	1844	1050	known_strain
hhp	1845	210	known_strain
lacs	1846	1915409	known_strain
fku	1847	1682490	known_strain
bli	1848	1402	known_strain
lra	1849	47715	known_strain
bsut	1850	1423	known_strain
cser	1851	1082851	known_strain
ppg	1852	303	known_strain
agf	1853	2509455	known_strain
smus	1854	1294	known_strain
paew	1855	2831148	known_strain
scb	1856	1930	known_strain
teg	1857	29575	known_strain
erz	1858	1670831	known_strain
cth	1859	1515	known_strain
cde	1860	1717	known_strain
eau	1861	61645	known_strain
nei	1862	1853278	known_strain
tcy	1863	147268	known_strain
blab	1864	1955243	known_strain
ppar	1865	1905730	known_strain
blut	1866	199591	known_strain
nlc	1867	1288494	known_strain
cah	1868	84023	known_strain
metg	1869	2033133	known_strain
ocn	1870	2052660	known_strain
halo	1871	1486246	known_strain
nab	1872	2039639	known_strain
msb	1873	1772	known_strain
blz	1874	216816	known_strain
efs	1875	1351	known_strain
esx	1876	215578	known_strain
ckp	1877	161879	known_strain
izh	1878	2579935	known_strain
sox	1879	2093823	known_strain
bacb	1880	1409	known_strain
aym	1881	467094	known_strain
cmb	1882	69666	known_strain
hya	1883	2053560	known_strain
mmir	1884	754515	known_strain
nri	1885	950	known_strain
ric	1886	789	known_strain
phau	1887	183417	known_strain
msl	1888	199596	known_strain
smul	1889	66821	known_strain
ssus	1890	1307	known_strain
gef	1891	46610	known_strain
pwz	1892	2906062	known_strain
grw	1893	1969471	known_strain
esu	1894	39492	known_strain
ppun	1895	303	known_strain
erf	1896	1042	known_strain
csw	1897	813	known_strain
sand	1898	2487581	known_strain
tmp	1899	104268	known_strain
dji	1900	1379159	known_strain
ole	1901	2100742	known_strain
nml	1902	53461	known_strain
hiq	1903	727	known_strain
mprt	1904	2509458	known_strain
trz	1905	69710	known_strain
gza	1906	213419	known_strain
alus	1907	1936003	known_strain
cab	1908	83555	known_strain
rhh	1909	1869214	known_strain
proc	1910	290513	known_strain
uam	1911	2026780	known_strain
mgik	1912	2682091	known_strain
mgor	1913	1719132	known_strain
aun	1914	1376	known_strain
gly	1915	1913978	known_strain
ppol	1916	1406	known_strain
nmz	1917	487	known_strain
mavu	1918	1764	known_strain
tfr	1919	1712410	known_strain
stsi	1920	1783515	known_strain
sij	1921	78259	known_strain
cgn	1922	1324352	known_strain
ftl	1923	263	known_strain
echl	1924	945	known_strain
ctak	1925	536441	known_strain
naq	1926	492	known_strain
sros	1927	1855875	known_strain
schr	1928	46126	known_strain
clb	1929	1506	known_strain
pbm	1930	74829	known_strain
kct	1931	33055	known_strain
rhoz	1932	2704465	known_strain
ais	1933	217204	known_strain
slr	1934	1307761	known_strain
mbk	1935	1765	known_strain
cpp	1936	1719	known_strain
upr	1937	134821	known_strain
bsue	1938	77635	known_strain
pml	1939	33926	known_strain
acg	1940	87541	known_strain
suk	1941	1280	known_strain
pdr	1942	43306	known_strain
prb	1943	93220	known_strain
cpsu	1944	1719	known_strain
csd	1945	1510	known_strain
msc	1946	1911079	known_strain
meo	1947	1048757	known_strain
mphl	1948	1771	known_strain
tas	1949	84590	known_strain
cmet	1950	1437009	known_strain
tae	1951	499229	known_strain
cmc	1952	28447	known_strain
apy	1953	948	known_strain
wei	1954	2506420	known_strain
flp	1955	563172	known_strain
bamy	1956	492670	known_strain
she	1957	50422	known_strain
cans	1958	2684406	known_strain
dds	1959	876	known_strain
ariv	1960	648794	known_strain
rtb	1961	785	known_strain
kma	1962	157779	known_strain
camh	1963	1055104	known_strain
adh	1964	196024	known_strain
mgk	1965	862126	known_strain
lii	1966	1638	known_strain
ebg	1967	881260	known_strain
achr	1968	134375	known_strain
gam	1969	36821	known_strain
aol	1970	44255	known_strain
abu	1971	28197	known_strain
sfic	1972	1977088	known_strain
sgm	1973	47760	known_strain
seqo	1974	246432	known_strain
phe	1975	984	known_strain
bln	1976	216816	known_strain
